language_code,language_name,group,head_initiality,right pos 1 tot 2 vs tot 1 MAL,left pos 1 tot 2 vs tot 1 MAL,left pos 1 tot 3 vs tot 2 MAL,left pos 2 tot 3 vs tot 2 MAL,left pos 1 tot 4 vs tot 3 MAL,left pos 2 tot 4 vs tot 3 MAL,left pos 3 tot 4 vs tot 3 MAL,left pos 1 tot 5 vs tot 4 MAL,left pos 2 tot 5 vs tot 4 MAL,left pos 3 tot 5 vs tot 4 MAL,left pos 4 tot 5 vs tot 4 MAL,right tot 2 pos 1 vs pos 2 HCS,left tot 2 pos 1 vs pos 2 HCS,left tot 3 pos 1 vs pos 2 HCS,left tot 3 pos 2 vs pos 3 HCS,left tot 4 pos 1 vs pos 2 HCS,left tot 4 pos 2 vs pos 3 HCS,left tot 4 pos 3 vs pos 4 HCS,left tot 5 pos 1 vs pos 2 HCS,left tot 5 pos 2 vs pos 3 HCS,left tot 5 pos 3 vs pos 4 HCS,left tot 5 pos 4 vs pos 5 HCS,right pos 1 tot 1 vs pos 2 tot 2 DIAG,left pos 1 tot 1 vs pos 2 tot 2 DIAG,left pos 1 tot 2 vs pos 2 tot 3 DIAG,left pos 2 tot 2 vs pos 3 tot 3 DIAG,left pos 1 tot 3 vs pos 2 tot 4 DIAG,left pos 2 tot 3 vs pos 3 tot 4 DIAG,left pos 3 tot 3 vs pos 4 tot 4 DIAG,left pos 1 tot 4 vs pos 2 tot 5 DIAG,left pos 2 tot 4 vs pos 3 tot 5 DIAG,left pos 3 tot 4 vs pos 4 tot 5 DIAG,left pos 4 tot 4 vs pos 5 tot 5 DIAG,right pos 1 tot 3 vs tot 2 MAL,right pos 2 tot 3 vs tot 2 MAL,right pos 1 tot 4 vs tot 3 MAL,right pos 2 tot 4 vs tot 3 MAL,right pos 3 tot 4 vs tot 3 MAL,right tot 3 pos 1 vs pos 2 HCS,right tot 3 pos 2 vs pos 3 HCS,right tot 4 pos 1 vs pos 2 HCS,right tot 4 pos 2 vs pos 3 HCS,right tot 4 pos 3 vs pos 4 HCS,right pos 1 tot 2 vs pos 2 tot 3 DIAG,right pos 2 tot 2 vs pos 3 tot 3 DIAG,right pos 1 tot 3 vs pos 2 tot 4 DIAG,right pos 2 tot 3 vs pos 3 tot 4 DIAG,right pos 3 tot 3 vs pos 4 tot 4 DIAG,right pos 1 tot 5 vs tot 4 MAL,right pos 2 tot 5 vs tot 4 MAL,right pos 3 tot 5 vs tot 4 MAL,right pos 4 tot 5 vs tot 4 MAL,right tot 5 pos 1 vs pos 2 HCS,right tot 5 pos 2 vs pos 3 HCS,right tot 5 pos 3 vs pos 4 HCS,right tot 5 pos 4 vs pos 5 HCS,right pos 1 tot 4 vs pos 2 tot 5 DIAG,right pos 2 tot 4 vs pos 3 tot 5 DIAG,right pos 3 tot 4 vs pos 4 tot 5 DIAG,right pos 4 tot 4 vs pos 5 tot 5 DIAG
abq,Abaza,Caucasian,12.609970674486803,1.417142857142857,0.8939974457215837,0.9925595238095238,0.9716435185185184,0.6521739130434783,0.5217391304347826,0.6956521739130435,2.8,3.0,2.0,1.2,1.2,0.8390804597701149,0.8571428571428572,0.8888888888888888,1.0714285714285714,0.6666666666666666,0.6,1.0,1.0,1.0,1.0,0.8467741935483871,0.9385714285714285,0.863568215892054,0.9148302561048243,1.642857142857143,1.2777777777777777,0.8625,0.35714285714285715,0.3333333333333333,0.5,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab,Abkhaz,Caucasian,9.533423059668014,1.4036313720596494,0.8717594545069718,0.9271538216994414,0.8880269470245994,0.7615800865800866,0.9235988200589971,1.0098484848484848,1.4903225806451612,0.8001573564122738,0.6231313926042487,0.8809788654060067,1.425531914893617,0.852314474650992,0.8898678414096917,0.8514851485148515,0.7337662337662337,0.7787610619469028,1.0,1.3666666666666665,1.0,0.7073170731707318,0.793103448275862,1.015602773826458,0.9776945581083751,0.9597844722018124,0.9588505747126437,0.9634787551513428,0.8431810923027787,0.9902475618904727,0.917027417027417,1.2497541789577187,1.1351010101010102,0.9002525252525251,0.4234234234234234,0.9054054054054054,3.0,0.5,0.5,0.6666666666666666,1.25,4.0,1.25,0.2,1.574468085106383,1.3805970149253732,1.3333333333333333,2.5,0.4,,,,,,,,,,,,
af,Afrikaans,Indo-European,28.669950738916256,1.8530631443186125,1.37211964682424,0.9709270141372851,1.164640069341011,0.9524008437937299,1.1125741620967466,1.1197641600749904,0.9451162790697675,0.8448484848484848,0.9006126126126127,1.015209380234506,1.9436689930209374,1.2817170111287757,1.0685307017543861,1.1277578245253974,0.9146981627296588,1.12051649928264,1.2125480153649166,1.0232558139534884,1.0511363636363635,1.0756756756756756,0.8291457286432161,1.0488951760657035,0.9341146117215794,1.1005262869360233,0.9683316367120335,0.9604130116959064,1.0071387036086883,1.082860175917501,1.0826771653543308,1.2441714490674318,1.1943822023047375,0.8167238648363252,1.4050467255266987,1.9837589958158999,1.466267942583732,1.3061145510835912,1.8717596229379418,1.3766519823788546,2.2592,1.5454545454545454,1.576470588235294,1.664179104477612,0.9797908904864354,1.138848017710344,1.054005547397618,1.2069925925925926,0.889098730458504,1.1513687600644125,1.9488536155202822,2.9326599326599325,1.325560128029264,0.9130434782608696,1.0476190476190477,3.681818181818182,1.4691358024691357,0.793006993006993,0.5375565610859728,1.2554535017221584,1.1083132114522247
akk,Akkadian,Afroasiatic,8.604336043360433,0.8632538193513805,1.0443827295326655,1.0034042436210522,0.8629573946991924,0.7843082851637766,0.8489183222958058,0.7101994301994301,1.2682330827067667,0.8422482837528604,1.0176181980374666,0.7355263157894736,2.292682926829268,0.8124999999999999,0.9447348767737117,0.6482213438735177,0.8728323699421966,0.7748344370860927,0.735042735042735,1.3142857142857143,0.6413043478260869,1.016949152542373,0.6416666666666666,2.655861897665176,0.7779715012747987,0.9415296803652968,0.7511626273270109,1.1128689909987814,0.9127314333263989,1.0349807445442876,1.036312435156366,0.761419595856682,0.9993425378040763,0.8723911747167562,1.1181818181818182,1.2818181818181817,,,,2.0,1.7,,,,1.788617886178862,1.3262411347517733,,,,,,,,,,,,,,,
aqz,Akuntsu,South-American,24.210526315789473,0.9959349593495935,1.0426573426573424,,,,,,,,,,1.0,0.923076923076923,,,,,,,,,,1.0040816326530613,0.8853118712273642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sq,Albanian,Indo-European,56.01965601965602,1.8677538388287105,0.9564273711725167,1.2251486830926084,0.8130841121495327,0.2534562211981567,0.3448275862068966,0.8258928571428571,3.1,1.45,1.6,1.6,2.3838709677419354,0.8446601941747572,1.2727272727272727,0.6607142857142857,0.9354838709677419,0.27586206896551724,1.0,2.0,0.25,1.0,1.0,1.2763303804728827,0.88314096776555,1.0388349514563107,0.8126026272577996,3.690909090909091,0.8,1.2108108108108109,0.6451612903225806,0.1724137931034483,0.625,0.625,1.1755146262188516,1.8681834597327556,0.4421768707482993,0.6964285714285714,0.9702380952380952,1.4999999999999998,2.08974358974359,0.9523809523809523,1.5,2.566666666666667,1.2760368663594468,1.1185965590566402,2.1538461538461537,2.1538461538461537,2.6453987730061352,1.05,1.3333333333333333,0.6666666666666666,10.266666666666667,0.75,3.0,0.16666666666666666,1.3333333333333333,0.7142857142857143,2.25,0.25,0.12987012987012986
gsw,SwissGerman,Indo-European,26.229508196721312,1.5115987922527432,1.1983958480773769,0.9186243829337094,1.1898619186046513,0.9079472693032015,1.1615466101694916,1.2106295882810651,0.9141494435612083,0.6872082166199813,1.144005956813105,0.993711967545639,1.641141141141141,1.414012738853503,1.091678420310296,1.0878552971576227,0.8533333333333333,1.04375,1.2754491017964071,1.135135135135135,0.626984126984127,1.4683544303797469,1.0,1.0856988967921444,1.1799212598425197,1.1883838929072654,0.9142702024057957,0.9398490002489006,0.8985864113087095,1.0535419868660052,1.2417391304347827,0.9123641304347827,1.2835199166883626,1.0063278220044907,2.1551442569406642,1.8007976102488297,0.7474002895879952,1.0118863986934035,1.281196261682243,1.964071856287425,1.5365853658536586,1.4507042253521125,1.2135922330097086,2.088,0.9113412477898458,0.8532804336859027,1.941000352236703,1.1993364418938306,1.6297268907563027,1.276143790849673,0.9801038062283737,1.6850490196078431,2.412605042016807,1.8888888888888886,0.7058823529411764,1.4583333333333333,1.9714285714285715,1.4801536491677336,0.7202118270079435,0.8654545454545455,0.8171368861024033
am,Amharic,Afroasiatic,39.23900118906064,1.0235793731041456,0.9860421976254089,0.96424426299607,0.7616642397767261,0.8247074707470747,0.8874458874458874,0.7846320346320346,1.1729032258064516,1.3341176470588236,0.63,0.8400000000000001,1.0521739130434782,0.5301974448315913,0.6712141882673942,0.589430894308943,0.6237623762376238,0.6666666666666666,0.6666666666666667,0.5483870967741935,1.4117647058823528,0.5,0.8333333333333334,1.0279358305674096,0.5377025913377896,0.6961038961038961,0.7738723488997311,0.756343792633015,0.751219512195122,0.8496551724137932,0.4675467546754675,1.0582010582010581,0.7936507936507936,0.992063492063492,1.0087719298245614,0.7874929258630446,1.0,0.9802371541501976,0.4695652173913044,1.3478260869565217,0.870967741935484,1.375,1.8181818181818181,0.4,1.3361058601134215,1.1060007186489402,1.375,1.8548387096774193,0.8518518518518517,1.0,1.375,2.5,0.25,1.0,1.0,4.0,0.25,1.0,0.7272727272727273,1.6,1.0
grc,AncientGreek,Indo-European,42.729153487099694,1.4458348691225922,1.145559447798876,1.1126931863508318,1.057283947040535,1.0318336414831648,1.0859238624088658,1.0031761253853577,1.0023695121244884,0.8628255334458805,1.0365847082290893,0.9616550114742914,1.937407457262081,1.200988467874794,1.2639288516871567,1.1356236203090508,1.2009721443260424,1.229296388542964,1.011396732936558,1.3952042628774421,1.0232336091661363,1.0902021772939348,0.9072753209700427,1.3399922070200179,1.0483859830953528,1.1359185687406916,1.0740952073355488,1.1639203220780403,1.132028156942845,1.0081945805359378,1.3919061244394333,1.185910209541008,1.051725120618889,0.943451976170872,1.1209500362204146,1.4244563305449558,1.2111904230133559,1.1790858149002397,1.4244568534135966,1.524607608406491,1.6317396614901414,1.566120218579235,1.3506629448709002,1.5510204081632653,1.360103090363525,1.14551750481946,1.2930421086742403,1.1455170843397666,1.088850395465731,1.1578984786008817,1.0234865487345888,1.179294174026152,1.391153575798599,1.7717948717948717,1.1722141823444283,1.3148148148148149,1.7061032863849765,1.5301815353758619,1.1453146929910536,1.1149167389897219,1.2263946382810962
hbo,AncientHebrew,Afroasiatic,82.22910044057777,1.3117577269725598,0.8723059386469254,1.2390568167565534,0.7869442648854413,0.8305222515748831,0.7390493942218082,0.6876273258182807,0.9754098360655737,1.2085184617741689,1.0665195460277428,0.6407641667742352,1.695069788383611,0.9858510195588848,1.5522388059701493,0.7980769230769231,1.744360902255639,0.8577586206896551,0.7336683417085428,1.407894736842105,0.9719626168224299,1.2211538461538463,0.5826771653543307,1.2922125431619962,1.1301665801886944,1.252758376353882,1.0141466920698665,2.1003180817225346,1.16062421185372,1.0669563499901245,1.4433878814683767,0.8042596348884381,1.1449896541531186,0.9093473005640612,1.0665765955752575,1.2030620892468071,1.0681661165272127,1.1583116379549103,1.3695639346196966,1.502766798418972,1.4799228476240576,1.385814078452445,1.2516479255525397,1.5802354399008673,1.4089628486629746,1.2301300663131882,1.2973769313690262,1.0805795992539813,1.1538237828522189,1.1603726683923432,1.2864486240876318,1.0930901850762478,1.0698026258017628,1.25,1.473053892215569,1.614634146341463,1.1193353474320242,1.0772401264257907,1.145054582541359,1.477128025103286,1.0463008039386137
